111006,28.4,48955,0.937,0.476,0.27
79981,26.5,48165,0.935,0.445,0.25
191701,35.2,53700,0.906,0.277,0.18
128012,34.4,42753,0.865,0.23,0.13
16181,41.1,41523,0.881,0.312,0.42
103877,34.2,43820,0.814,0.189,0.16
41722,36.1,48671,0.803,0.172,0.29
42351,38.9,41273,0.858,0.16,0.29
21310,35.7,48562,0.841,0.205,0.63
26224,38.6,51678,0.89,0.188,0.52
39311,38.6,45190,0.823,0.17,0.35
158668,35.4,50707,0.863,0.249,0.12
15305,41.3,50400,0.822,0.124,1
18187,39.2,52600,0.877,0.163,0.84
11771,40.4,39430,0.818,0.129,0.49
50149,38.2,47020,0.856,0.144,0.26
13173,40.5,45177,0.866,0.153,0.64
20221,38.5,48254,0.853,0.127,0.58
11723,39.8,44608,0.873,0.165,0.7
87704,36.5,45769,0.84,0.15,0.28
18815,38.4,47337,0.867,0.185,0.54
15666,38.9,50368,0.85,0.127,0.81
12309,40.1,41167,0.873,0.147,0.39
7909,40.7,49371,0.86,0.127,1
13035,41.7,44474,0.875,0.152,0.57
11763,38.1,48467,0.787,0.142,0.79
9932,39.5,42421,0.793,0.126,0.65
12369,40.8,55901,0.865,0.172,0.8
46447,39.3,44494,0.873,0.203,0.22
16424,43.3,50069,0.892,0.213,0.75
18678,40.2,43387,0.826,0.128,1
8010,41.2,45897,0.85,0.14,1
7809,40.8,37544,0.827,0.118,1
31589,32.8,50978,0.804,0.198,0.53
17372,39.4,44294,0.88,0.163,0.4
8016,39.7,41103,0.822,0.126,0.55
16976,40.2,40692,0.855,0.166,0.38
20411,36.4,43864,0.813,0.187,0.58
11115,42.4,44833,0.854,0.154,1
20336,37.1,43887,0.861,0.162,0.61
14675,39.7,44119,0.814,0.144,0.74
8689,36.4,32242,0.817,0.151,0.72
14547,38.1,54646,0.832,0.163,0.61
15102,40.7,43292,0.807,0.147,0.71
7837,41.5,44892,0.85,0.136,1
15671,38.8,52079,0.87,0.158,1
16942,38.2,42916,0.785,0.124,0.65
7003,39.7,42469,0.811,0.134,0.64
32052,37.2,52221,0.84,0.189,0.44
4482,41.9,38191,0.845,0.12,1
10147,40.7,43752,0.837,0.139,0.64
11529,42.1,44135,0.842,0.136,0.79
10366,41,44476,0.856,0.146,0.6
10381,41.3,46437,0.863,0.154,0.61
8243,41.8,47553,0.878,0.112,1
11027,39.6,42979,0.822,0.13,0.44
20296,39.1,44567,0.815,0.121,0.72
11353,41.9,48626,0.854,0.149,1
14019,37.9,55607,0.876,0.144,0.68
13721,40.6,33663,0.814,0.122,0.58
14334,41.4,47130,0.844,0.135,0.39
8541,38.5,42741,0.789,0.114,0.69
21093,36.4,51052,0.846,0.127,0.72
18103,39.1,45564,0.842,0.129,0.85
12183,35.9,45367,0.797,0.127,1
22008,39.4,41809,0.848,0.138,0.59
10704,41.3,46082,0.84,0.145,0.64
9422,39.9,38122,0.791,0.111,0.52
6730,43,35092,0.839,0.121,1
9133,38.6,42384,0.844,0.121,0.56
10020,43,41072,0.817,0.134,0.72
5469,43.2,35035,0.828,0.134,1
20670,38.8,49760,0.825,0.164,0.67
6830,42.4,45280,0.825,0.123,0.67
24849,37.8,58440,0.874,0.193,0.67
6958,41.6,39727,0.833,0.12,1
22335,37.2,45021,0.826,0.165,0.52
12100,39.7,48040,0.858,0.154,0.76
23325,38.1,54482,0.877,0.215,0.66
18404,37.1,48574,0.851,0.13,0.74
18812,40.6,44705,0.857,0.171,0.58
16900,40.3,43288,0.859,0.148,0.55
16438,39.1,46994,0.873,0.175,0.52
8662,42.5,45593,0.866,0.15,1
14684,41.6,40358,0.859,0.166,0.54
11400,40,42969,0.84,0.116,1
37213,38.5,48439,0.868,0.159,0.58
10874,40.6,46684,0.844,0.128,0.7
13095,39.7,43990,0.834,0.122,0.74
25308,37.2,56592,0.878,0.139,0.66
17163,41.3,47812,0.856,0.136,0.71
40235,37.7,40501,0.842,0.169,0.36
36051,39.2,39941,0.815,0.146,0.32
38052,39.5,40921,0.836,0.125,0.37
21421,38.7,46086,0.837,0.16,0.58
89143,36.5,46894,0.852,0.213,0.26
40671,36,60253,0.9,0.212,0.43
40750,35.1,71854,0.895,0.268,0.66
374601,34.4,54948,0.883,0.297,0.08
