17.72
8.74
5.98
4.27
4.09
2.55
1.44
1.33
1.32
1.3
1.2
1.19
1
0.91
0.84
0.69
0.64
0.6
0.6
0.54
0.5
0.47
0.38
0.37
0.36
0.33
0.31
0.2
0.18
0.18
0.16
0.15
0.13
0.11
0.07
0.05
0.05
0
0
0
-0.08
-0.09
-0.11
-0.11
-0.13
-0.14
-0.17
-0.18
-0.26
-0.27
-0.27
-0.3
-0.31
-0.33
-0.36
-0.36
-0.36
-0.4
-0.4
-0.47
-0.47
-0.48
-0.5
-0.53
-0.56
-0.57
-0.58
-0.6
-0.6
-0.64
-0.64
-0.65
-0.69
-0.75
-0.75
-0.8
-0.87
-0.88
-0.96
-0.96
-1.06
-1.07
-1.07
-1.08
-1.1
-1.1
-1.17
-1.25
-1.26
-1.44
-1.47
-1.47
-1.5
-1.59
-2.08
-2.28
-2.64
-4.59
-15.96
